draw_date,winning_numbers,mega_ball,multiplier,pick5_1,pick5_2,pick5_3,pick5_4,pick5_5
05/05/2020,07 13 17 21 45,14,2.0,7,13,17,21,45
05/01/2020,28 30 31 35 66,14,2.0,28,30,31,35,66
04/28/2020,13 19 53 54 63,17,3.0,13,19,53,54,63
04/24/2020,01 27 32 60 67,18,2.0,1,27,32,60,67
04/21/2020,13 15 24 67 70,17,2.0,13,15,24,67,70
04/17/2020,13 35 39 46 55,14,4.0,13,35,39,46,55
04/14/2020,29 47 65 69 70,7,4.0,29,47,65,69,70
04/10/2020,02 11 21 57 60,13,2.0,2,11,21,57,60
04/07/2020,25 33 43 51 68,20,2.0,25,33,43,51,68
04/03/2020,24 38 44 57 58,17,4.0,24,38,44,57,58
03/31/2020,08 17 51 57 70,2,4.0,8,17,51,57,70
03/27/2020,03 25 28 50 60,1,4.0,3,25,28,50,60
03/24/2020,02 08 16 18 31,14,2.0,2,8,16,18,31
03/20/2020,34 35 41 45 54,5,4.0,34,35,41,45,54
03/17/2020,20 27 28 58 59,25,3.0,20,27,28,58,59
03/13/2020,07 22 37 43 44,22,4.0,7,22,37,43,44
03/10/2020,06 17 48 54 69,12,5.0,6,17,48,54,69
03/06/2020,15 48 56 58 70,4,4.0,15,48,56,58,70
03/03/2020,08 12 33 56 64,2,2.0,8,12,33,56,64
02/28/2020,02 03 14 41 64,17,2.0,2,3,14,41,64
02/25/2020,02 09 43 49 63,15,2.0,2,9,43,49,63
02/21/2020,04 07 13 16 60,6,4.0,4,7,13,16,60
02/18/2020,06 12 39 61 70,4,3.0,6,12,39,61,70
02/14/2020,10 32 48 54 55,18,5.0,10,32,48,54,55
02/11/2020,04 06 32 52 64,6,2.0,4,6,32,52,64
02/07/2020,09 14 27 36 52,4,3.0,9,14,27,36,52
02/04/2020,32 48 50 51 64,10,2.0,32,48,50,51,64
01/31/2020,28 31 33 57 62,19,2.0,28,31,33,57,62
01/28/2020,17 36 47 51 62,21,3.0,17,36,47,51,62
01/24/2020,03 04 18 23 38,24,4.0,3,4,18,23,38
01/21/2020,16 18 29 31 37,8,3.0,16,18,29,31,37
01/17/2020,03 25 30 54 70,9,3.0,3,25,30,54,70
01/14/2020,09 11 13 31 47,11,2.0,9,11,13,31,47
01/10/2020,17 27 49 51 66,2,2.0,17,27,49,51,66
01/07/2020,25 40 41 52 56,21,4.0,25,40,41,52,56
01/03/2020,37 41 42 53 63,16,2.0,37,41,42,53,63
12/31/2019,30 44 49 53 56,11,3.0,30,44,49,53,56
12/27/2019,17 34 40 63 64,24,4.0,17,34,40,63,64
12/24/2019,27 37 48 63 66,11,2.0,27,37,48,63,66
12/20/2019,03 20 23 35 60,16,3.0,3,20,23,35,60
12/17/2019,22 30 53 55 56,16,2.0,22,30,53,55,56
12/13/2019,17 21 29 39 56,22,3.0,17,21,29,39,56
12/10/2019,18 31 46 54 61,25,2.0,18,31,46,54,61
12/06/2019,20 31 40 46 61,20,5.0,20,31,40,46,61
12/03/2019,23 43 60 63 69,19,2.0,23,43,60,63,69
11/29/2019,06 08 31 50 65,9,2.0,6,8,31,50,65
11/26/2019,08 27 29 38 43,13,2.0,8,27,29,38,43
11/22/2019,07 12 17 49 53,24,4.0,7,12,17,49,53
11/19/2019,22 43 44 47 66,22,3.0,22,43,44,47,66
11/15/2019,12 19 34 35 68,20,2.0,12,19,34,35,68
11/12/2019,19 30 44 56 65,24,2.0,19,30,44,56,65
11/08/2019,03 04 10 39 58,14,3.0,3,4,10,39,58
11/05/2019,02 09 24 49 54,19,3.0,2,9,24,49,54
11/01/2019,09 20 36 41 54,22,2.0,9,20,36,41,54
10/29/2019,04 09 17 27 39,22,2.0,4,9,17,27,39
10/25/2019,16 24 25 52 60,6,3.0,16,24,25,52,60
10/22/2019,05 11 14 23 25,10,4.0,5,11,14,23,25
10/18/2019,18 58 60 65 67,20,3.0,18,58,60,65,67
10/15/2019,04 12 14 35 70,2,2.0,4,12,14,35,70
10/11/2019,14 22 30 37 60,8,3.0,14,22,30,37,60
10/08/2019,05 08 10 17 48,23,3.0,5,8,10,17,48
10/04/2019,11 38 44 48 70,17,2.0,11,38,44,48,70
10/01/2019,10 17 39 42 59,3,2.0,10,17,39,42,59
09/27/2019,12 20 31 43 45,20,3.0,12,20,31,43,45
09/24/2019,06 14 24 42 46,9,4.0,6,14,24,42,46
09/20/2019,23 24 42 48 53,22,2.0,23,24,42,48,53
09/17/2019,12 15 30 50 65,1,4.0,12,15,30,50,65
09/13/2019,06 16 37 59 62,5,2.0,6,16,37,59,62
09/10/2019,34 47 48 50 55,24,2.0,34,47,48,50,55
09/06/2019,04 11 13 19 31,10,4.0,4,11,13,19,31
09/03/2019,13 20 27 61 62,5,2.0,13,20,27,61,62
08/30/2019,03 09 11 34 39,10,4.0,3,9,11,34,39
08/27/2019,08 12 23 39 43,6,2.0,8,12,23,39,43
08/23/2019,11 15 37 54 68,21,2.0,11,15,37,54,68
08/20/2019,08 14 25 51 63,4,3.0,8,14,25,51,63
08/16/2019,04 14 24 26 46,14,2.0,4,14,24,26,46
08/13/2019,07 27 31 34 51,5,3.0,7,27,31,34,51
08/09/2019,15 53 56 59 63,1,2.0,15,53,56,59,63
08/06/2019,11 17 31 43 55,16,2.0,11,17,31,43,55
08/02/2019,11 20 26 48 70,19,2.0,11,20,26,48,70
07/30/2019,10 24 28 33 38,6,3.0,10,24,28,33,38
07/26/2019,04 06 11 43 48,11,3.0,4,6,11,43,48
07/23/2019,01 04 23 40 45,11,2.0,1,4,23,40,45
07/19/2019,16 18 28 33 67,14,3.0,16,18,28,33,67
07/16/2019,08 16 31 48 52,23,3.0,8,16,31,48,52
07/12/2019,08 25 38 56 59,7,2.0,8,25,38,56,59
07/09/2019,12 26 40 48 64,1,2.0,12,26,40,48,64
07/05/2019,06 38 47 57 63,12,2.0,6,38,47,57,63
07/02/2019,03 25 37 40 55,13,2.0,3,25,37,40,55
06/28/2019,02 35 49 53 63,1,2.0,2,35,49,53,63
06/25/2019,24 33 45 47 61,17,3.0,24,33,45,47,61
06/21/2019,13 30 36 48 62,18,3.0,13,30,36,48,62
06/18/2019,12 14 22 24 48,21,2.0,12,14,22,24,48
06/14/2019,19 40 47 57 65,6,2.0,19,40,47,57,65
06/11/2019,20 34 39 43 57,13,3.0,20,34,39,43,57
06/07/2019,17 19 27 40 68,2,3.0,17,19,27,40,68
06/04/2019,25 37 46 48 68,25,2.0,25,37,46,48,68
05/31/2019,07 08 26 65 67,4,3.0,7,8,26,65,67
05/28/2019,09 21 34 42 50,21,2.0,9,21,34,42,50
05/24/2019,14 41 44 56 62,10,2.0,14,41,44,56,62
05/21/2019,10 50 55 56 58,15,5.0,10,50,55,56,58
05/17/2019,05 17 28 32 63,11,3.0,5,17,28,32,63
05/14/2019,11 59 66 67 68,18,4.0,11,59,66,67,68
05/10/2019,03 16 21 61 62,19,2.0,3,16,21,61,62
05/07/2019,03 06 34 54 63,19,3.0,3,6,34,54,63
05/03/2019,08 16 22 66 68,11,2.0,8,16,22,66,68
04/30/2019,24 37 41 61 70,20,3.0,24,37,41,61,70
04/26/2019,09 17 23 30 46,10,4.0,9,17,23,30,46
04/23/2019,07 24 30 48 67,9,4.0,7,24,30,48,67
04/19/2019,18 25 43 44 57,25,4.0,18,25,43,44,57
04/16/2019,11 29 34 48 54,10,2.0,11,29,34,48,54
04/12/2019,01 24 25 40 70,4,2.0,1,24,25,40,70
04/09/2019,11 22 34 44 58,9,2.0,11,22,34,44,58
04/05/2019,08 22 24 38 64,21,2.0,8,22,24,38,64
04/02/2019,33 47 58 59 64,25,3.0,33,47,58,59,64
03/29/2019,05 14 15 62 66,3,3.0,5,14,15,62,66
03/26/2019,04 14 22 43 58,9,3.0,4,14,22,43,58
03/22/2019,07 36 58 60 62,10,3.0,7,36,58,60,62
03/19/2019,10 42 53 67 68,15,3.0,10,42,53,67,68
03/15/2019,03 29 56 62 64,4,3.0,3,29,56,62,64
03/12/2019,10 12 16 49 57,18,4.0,10,12,16,49,57
03/08/2019,04 09 42 62 68,7,4.0,4,9,42,62,68
03/05/2019,15 20 32 37 52,6,3.0,15,20,32,37,52
03/01/2019,29 33 39 60 66,21,2.0,29,33,39,60,66
02/26/2019,10 12 14 24 60,20,3.0,10,12,14,24,60
02/22/2019,18 24 31 34 55,4,4.0,18,24,31,34,55
02/19/2019,17 24 34 56 65,3,2.0,17,24,34,56,65
02/15/2019,10 38 40 43 65,12,2.0,10,38,40,43,65
02/12/2019,15 32 39 50 65,7,3.0,15,32,39,50,65
02/08/2019,14 24 31 42 48,13,3.0,14,24,31,42,48
02/05/2019,03 34 36 59 66,7,2.0,3,34,36,59,66
02/01/2019,02 37 48 66 68,11,5.0,2,37,48,66,68
01/29/2019,10 33 53 54 62,22,2.0,10,33,53,54,62
01/25/2019,08 16 30 38 61,10,2.0,8,16,30,38,61
01/22/2019,04 15 37 59 64,16,5.0,4,15,37,59,64
01/18/2019,02 43 48 62 64,24,3.0,2,43,48,62,64
01/15/2019,29 52 58 60 62,7,2.0,29,52,58,60,62
01/11/2019,04 05 31 62 69,20,3.0,4,5,31,62,69
01/08/2019,13 26 29 38 64,5,5.0,13,26,29,38,64
01/04/2019,21 29 35 54 60,15,4.0,21,29,35,54,60
01/01/2019,34 44 57 62 70,14,4.0,34,44,57,62,70
12/28/2018,09 10 25 37 38,21,2.0,9,10,25,37,38
12/25/2018,02 08 42 43 50,6,3.0,2,8,42,43,50
12/21/2018,10 13 61 62 70,5,3.0,10,13,61,62,70
12/18/2018,13 22 32 60 69,9,3.0,13,22,32,60,69
12/14/2018,05 22 26 43 49,23,4.0,5,22,26,43,49
12/11/2018,04 38 39 54 59,12,2.0,4,38,39,54,59
12/07/2018,04 10 20 33 57,13,3.0,4,10,20,33,57
12/04/2018,28 31 41 42 50,4,3.0,28,31,41,42,50
11/30/2018,25 28 40 43 63,19,3.0,25,28,40,43,63
11/27/2018,12 24 37 42 57,18,4.0,12,24,37,42,57
11/23/2018,07 10 30 33 59,23,4.0,7,10,30,33,59
11/20/2018,10 16 31 42 66,10,3.0,10,16,31,42,66
11/16/2018,33 36 63 68 69,16,3.0,33,36,63,68,69
11/13/2018,34 46 57 65 69,11,3.0,34,46,57,65,69
11/09/2018,08 14 27 57 67,5,4.0,8,14,27,57,67
11/06/2018,28 34 37 56 69,12,2.0,28,34,37,56,69
11/02/2018,03 23 28 46 62,16,2.0,3,23,28,46,62
10/30/2018,20 31 39 46 49,23,2.0,20,31,39,46,49
10/26/2018,01 28 61 62 63,5,4.0,1,28,61,62,63
10/23/2018,05 28 62 65 70,5,3.0,5,28,62,65,70
10/19/2018,15 23 53 65 70,7,2.0,15,23,53,65,70
10/16/2018,03 45 49 61 69,9,5.0,3,45,49,61,69
10/12/2018,04 24 46 61 70,7,3.0,4,24,46,61,70
10/09/2018,20 22 39 54 60,18,3.0,20,22,39,54,60
10/05/2018,27 28 32 41 69,12,2.0,27,28,32,41,69
10/02/2018,02 22 29 31 34,1,3.0,2,22,29,31,34
09/28/2018,39 45 52 56 59,15,3.0,39,45,52,56,59
09/25/2018,08 16 32 48 61,12,2.0,8,16,32,48,61
09/21/2018,01 02 11 52 64,9,4.0,1,2,11,52,64
09/18/2018,31 32 43 63 68,17,2.0,31,32,43,63,68
09/14/2018,23 30 40 43 66,13,4.0,23,30,40,43,66
09/11/2018,15 30 51 62 67,19,2.0,15,30,51,62,67
09/07/2018,08 10 41 54 68,10,2.0,8,10,41,54,68
09/04/2018,02 07 25 35 44,3,3.0,2,7,25,35,44
08/31/2018,07 18 29 32 45,17,3.0,7,18,29,32,45
08/28/2018,03 20 33 34 41,20,3.0,3,20,33,34,41
08/24/2018,01 06 13 18 49,8,2.0,1,6,13,18,49
08/21/2018,14 16 19 38 57,11,3.0,14,16,19,38,57
08/17/2018,01 31 32 47 56,3,2.0,1,31,32,47,56
08/14/2018,11 26 44 45 46,11,2.0,11,26,44,45,46
08/10/2018,01 03 12 22 42,6,5.0,1,3,12,22,42
08/07/2018,02 13 15 21 62,2,5.0,2,13,15,21,62
08/03/2018,09 28 30 54 60,2,2.0,9,28,30,54,60
07/31/2018,12 15 35 64 69,9,2.0,12,15,35,64,69
07/27/2018,01 32 40 49 63,20,3.0,1,32,40,49,63
07/24/2018,01 02 04 19 29,20,3.0,1,2,4,19,29
07/20/2018,01 14 30 44 62,1,2.0,1,14,30,44,62
07/17/2018,40 41 61 66 67,12,5.0,40,41,61,66,67
07/13/2018,21 22 39 59 68,2,2.0,21,22,39,59,68
07/10/2018,01 17 28 56 70,14,3.0,1,17,28,56,70
07/06/2018,02 10 46 50 56,16,3.0,2,10,46,50,56
07/03/2018,13 35 45 49 68,23,2.0,13,35,45,49,68
06/29/2018,02 32 47 49 68,23,4.0,2,32,47,49,68
06/26/2018,17 25 29 39 60,19,2.0,17,25,29,39,60
06/22/2018,02 06 11 27 44,20,2.0,2,6,11,27,44
06/19/2018,11 13 28 65 70,14,3.0,11,13,28,65,70
06/15/2018,01 11 37 47 51,6,2.0,1,11,37,47,51
06/12/2018,01 03 05 08 70,3,2.0,1,3,5,8,70
06/08/2018,14 30 33 44 56,13,2.0,14,30,33,44,56
06/05/2018,22 33 41 48 52,4,2.0,22,33,41,48,52
06/01/2018,05 24 52 62 66,17,3.0,5,24,52,62,66
05/29/2018,02 11 55 58 67,2,3.0,2,11,55,58,67
05/25/2018,11 14 51 64 68,25,4.0,11,14,51,64,68
05/22/2018,16 17 21 36 48,9,3.0,16,17,21,36,48
05/18/2018,09 26 53 64 66,11,2.0,9,26,53,64,66
05/15/2018,21 34 44 49 61,21,2.0,21,34,44,49,61
05/11/2018,14 38 40 53 70,22,3.0,14,38,40,53,70
05/08/2018,08 15 39 64 67,13,2.0,8,15,39,64,67
05/04/2018,04 05 10 12 18,21,4.0,4,5,10,12,18
05/01/2018,02 07 20 55 70,1,4.0,2,7,20,55,70
04/27/2018,02 29 38 63 66,11,2.0,2,29,38,63,66
04/24/2018,03 19 31 32 48,10,3.0,3,19,31,32,48
04/20/2018,01 15 18 32 45,4,2.0,1,15,18,32,45
04/17/2018,12 34 44 47 65,22,4.0,12,34,44,47,65
04/13/2018,08 09 32 42 59,10,4.0,8,9,32,42,59
04/10/2018,05 13 31 43 53,20,2.0,5,13,31,43,53
04/06/2018,16 33 51 54 67,20,4.0,16,33,51,54,67
04/03/2018,04 29 39 42 62,14,2.0,4,29,39,42,62
03/30/2018,11 28 31 46 59,1,3.0,11,28,31,46,59
03/27/2018,07 25 43 56 59,13,3.0,7,25,43,56,59
03/23/2018,04 08 23 53 59,17,3.0,4,8,23,53,59
03/20/2018,14 38 51 64 70,9,3.0,14,38,51,64,70
03/16/2018,01 13 26 33 52,11,3.0,1,13,26,33,52
03/13/2018,06 30 58 60 61,17,5.0,6,30,58,60,61
03/09/2018,07 17 18 46 66,22,4.0,7,17,18,46,66
03/06/2018,01 04 26 35 39,22,5.0,1,4,26,35,39
03/02/2018,24 28 42 60 64,8,4.0,24,28,42,60,64
02/27/2018,10 17 21 38 43,23,3.0,10,17,21,38,43
02/23/2018,07 11 13 19 58,9,4.0,7,11,13,19,58
02/20/2018,17 19 23 24 43,14,3.0,17,19,23,24,43
02/16/2018,14 38 48 53 58,16,3.0,14,38,48,53,58
02/13/2018,05 12 15 46 49,1,4.0,5,12,15,46,49
02/09/2018,28 34 41 46 47,14,3.0,28,34,41,46,47
02/06/2018,14 17 25 48 58,25,3.0,14,17,25,48,58
02/02/2018,01 04 14 17 40,4,3.0,1,4,14,17,40
01/30/2018,29 41 42 49 57,24,3.0,29,41,42,49,57
01/26/2018,10 16 27 38 43,1,4.0,10,16,27,38,43
01/23/2018,02 06 30 31 55,7,4.0,2,6,30,31,55
01/19/2018,03 17 23 49 66,23,3.0,3,17,23,49,66
01/16/2018,03 11 23 29 59,18,3.0,3,11,23,29,59
01/12/2018,17 18 33 46 60,24,4.0,17,18,33,46,60
01/09/2018,16 29 31 65 67,23,3.0,16,29,31,65,67
01/05/2018,28 30 39 59 70,10,3.0,28,30,39,59,70
01/02/2018,01 42 47 64 70,22,4.0,1,42,47,64,70
12/29/2017,04 10 18 28 62,7,2.0,4,10,18,28,62
12/26/2017,10 12 20 38 41,25,4.0,10,12,20,38,41
12/22/2017,01 20 30 33 42,16,4.0,1,20,30,33,42
12/19/2017,28 37 39 42 58,2,3.0,28,37,39,42,58
12/15/2017,04 12 36 44 57,19,4.0,4,12,36,44,57
12/12/2017,08 23 24 25 27,9,2.0,8,23,24,25,27
12/08/2017,06 37 46 60 70,24,2.0,6,37,46,60,70
12/05/2017,14 15 37 42 67,22,4.0,14,15,37,42,67
12/01/2017,16 22 40 41 59,8,4.0,16,22,40,41,59
11/28/2017,10 17 47 51 61,5,2.0,10,17,47,51,61
11/24/2017,16 36 54 61 64,22,3.0,16,36,54,61,64
11/21/2017,03 07 22 27 50,3,3.0,3,7,22,27,50
11/17/2017,03 26 55 58 70,15,4.0,3,26,55,58,70
11/14/2017,01 14 21 22 28,19,3.0,1,14,21,22,28
11/10/2017,06 23 38 42 58,24,2.0,6,23,38,42,58
11/07/2017,01 54 60 68 69,11,4.0,1,54,60,68,69
11/03/2017,10 22 42 61 69,3,2.0,10,22,42,61,69
10/31/2017,06 28 31 52 53,12,4.0,6,28,31,52,53
10/27/2017,17 27 41 51 52,13,5.0,17,27,41,51,52
10/24/2017,20 24 34 56 64,6,4.0,20,24,34,56,64
10/20/2017,06 23 63 66 73,9,2.0,6,23,63,66,73
10/17/2017,31 45 49 56 70,11,5.0,31,45,49,56,70
10/13/2017,02 07 18 26 31,12,2.0,2,7,18,26,31
10/10/2017,07 16 24 61 62,2,5.0,7,16,24,61,62
10/06/2017,21 33 36 45 56,12,5.0,21,33,36,45,56
10/03/2017,12 18 19 25 67,7,5.0,12,18,19,25,67
09/29/2017,25 51 62 73 74,7,5.0,25,51,62,73,74
09/26/2017,01 10 57 66 75,4,4.0,1,10,57,66,75
09/22/2017,05 39 54 63 66,15,5.0,5,39,54,63,66
09/19/2017,09 28 31 50 61,10,2.0,9,28,31,50,61
09/15/2017,18 24 34 38 58,3,4.0,18,24,34,38,58
09/12/2017,26 37 41 54 65,3,4.0,26,37,41,54,65
09/08/2017,04 05 14 26 73,14,3.0,4,5,14,26,73
09/05/2017,11 17 59 70 72,1,3.0,11,17,59,70,72
09/01/2017,04 13 31 50 64,12,5.0,4,13,31,50,64
08/29/2017,02 13 17 35 73,3,3.0,2,13,17,35,73
08/25/2017,17 38 42 51 65,11,5.0,17,38,42,51,65
08/22/2017,24 35 46 50 51,7,4.0,24,35,46,50,51
08/18/2017,01 31 34 40 75,6,3.0,1,31,34,40,75
08/15/2017,07 16 20 66 73,7,2.0,7,16,20,66,73
08/11/2017,23 33 53 56 58,6,5.0,23,33,53,56,58
08/08/2017,11 17 50 52 74,14,2.0,11,17,50,52,74
08/04/2017,09 17 25 63 71,4,5.0,9,17,25,63,71
08/01/2017,20 22 52 57 73,7,5.0,20,22,52,57,73
07/28/2017,04 06 31 49 52,11,3.0,4,6,31,49,52
07/25/2017,02 05 26 58 60,6,3.0,2,5,26,58,60
07/21/2017,18 31 36 50 74,10,4.0,18,31,36,50,74
07/18/2017,08 12 23 51 73,6,4.0,8,12,23,51,73
07/14/2017,11 12 24 32 73,1,4.0,11,12,24,32,73
07/11/2017,07 18 24 55 74,10,2.0,7,18,24,55,74
07/07/2017,02 09 11 28 60,10,5.0,2,9,11,28,60
07/04/2017,16 39 47 53 71,15,4.0,16,39,47,53,71
06/30/2017,10 38 51 55 64,6,5.0,10,38,51,55,64
06/27/2017,04 21 45 52 57,14,4.0,4,21,45,52,57
06/23/2017,12 20 53 66 74,11,2.0,12,20,53,66,74
06/20/2017,02 15 41 49 63,3,3.0,2,15,41,49,63
06/16/2017,18 22 26 30 44,9,5.0,18,22,26,30,44
06/13/2017,27 51 62 68 75,8,3.0,27,51,62,68,75
06/09/2017,03 16 28 33 37,9,5.0,3,16,28,33,37
06/06/2017,03 05 16 49 75,5,3.0,3,5,16,49,75
06/02/2017,07 42 57 69 72,10,3.0,7,42,57,69,72
05/30/2017,05 20 32 37 67,5,5.0,5,20,32,37,67
05/26/2017,25 26 28 37 56,5,3.0,25,26,28,37,56
05/23/2017,06 13 17 33 60,14,2.0,6,13,17,33,60
05/19/2017,01 04 05 24 30,1,3.0,1,4,5,24,30
05/16/2017,04 35 39 56 72,11,5.0,4,35,39,56,72
05/12/2017,28 34 41 42 47,13,4.0,28,34,41,42,47
05/09/2017,06 29 45 69 73,11,5.0,6,29,45,69,73
05/05/2017,04 23 33 47 53,7,4.0,4,23,33,47,53
05/02/2017,05 14 42 43 58,1,4.0,5,14,42,43,58
04/28/2017,06 13 18 20 31,13,4.0,6,13,18,20,31
04/25/2017,03 13 33 40 50,2,4.0,3,13,33,40,50
04/21/2017,01 12 13 32 34,10,2.0,1,12,13,32,34
04/18/2017,08 29 30 43 64,6,3.0,8,29,30,43,64
04/14/2017,05 10 55 60 73,12,5.0,5,10,55,60,73
04/11/2017,19 34 35 38 49,8,5.0,19,34,35,38,49
04/07/2017,30 33 43 47 69,15,5.0,30,33,43,47,69
04/04/2017,13 24 34 35 55,9,5.0,13,24,34,35,55
03/31/2017,17 24 27 32 58,10,3.0,17,24,27,32,58
03/28/2017,30 33 35 37 46,10,5.0,30,33,35,37,46
03/24/2017,05 28 37 61 69,1,5.0,5,28,37,61,69
03/21/2017,04 45 53 73 75,7,3.0,4,45,53,73,75
03/17/2017,11 27 31 58 60,10,4.0,11,27,31,58,60
03/14/2017,16 23 28 33 59,13,3.0,16,23,28,33,59
03/10/2017,26 38 42 58 70,5,5.0,26,38,42,58,70
03/07/2017,03 30 45 53 68,11,3.0,3,30,45,53,68
03/03/2017,14 26 39 48 51,9,5.0,14,26,39,48,51
02/28/2017,20 33 45 58 69,4,2.0,20,33,45,58,69
02/24/2017,12 29 33 42 68,14,3.0,12,29,33,42,68
02/21/2017,09 21 30 32 75,9,5.0,9,21,30,32,75
02/17/2017,04 56 58 67 75,8,5.0,4,56,58,67,75
02/14/2017,07 11 33 60 68,15,5.0,7,11,33,60,68
02/10/2017,32 39 51 62 75,14,5.0,32,39,51,62,75
02/07/2017,23 28 37 56 71,12,5.0,23,28,37,56,71
02/03/2017,03 06 29 30 64,3,5.0,3,6,29,30,64
01/31/2017,03 14 27 62 72,4,3.0,3,14,27,62,72
01/27/2017,17 37 53 54 61,8,3.0,17,37,53,54,61
01/24/2017,08 42 54 63 67,11,4.0,8,42,54,63,67
01/20/2017,07 09 24 41 53,14,3.0,7,9,24,41,53
01/17/2017,20 31 54 56 59,3,5.0,20,31,54,56,59
01/13/2017,10 44 58 74 75,11,3.0,10,44,58,74,75
01/10/2017,11 20 40 41 59,15,5.0,11,20,40,41,59
01/06/2017,06 10 44 47 54,6,5.0,6,10,44,47,54
01/03/2017,14 16 23 49 53,12,2.0,14,16,23,49,53
12/30/2016,06 21 33 39 43,2,2.0,6,21,33,39,43
12/27/2016,02 28 30 38 39,11,4.0,2,28,30,38,39
12/23/2016,21 30 39 60 69,15,5.0,21,30,39,60,69
12/20/2016,01 12 14 48 65,2,5.0,1,12,14,48,65
12/16/2016,01 08 15 36 43,6,5.0,1,8,15,36,43
12/13/2016,02 15 26 34 41,14,5.0,2,15,26,34,41
12/09/2016,19 27 47 67 68,1,5.0,19,27,47,67,68
12/06/2016,13 34 48 53 63,12,4.0,13,34,48,53,63
12/02/2016,03 33 35 49 51,1,2.0,3,33,35,49,51
11/29/2016,22 33 49 51 59,8,4.0,22,33,49,51,59
11/25/2016,44 47 49 69 75,10,3.0,44,47,49,69,75
11/22/2016,01 43 45 66 69,7,5.0,1,43,45,66,69
11/18/2016,31 32 49 55 58,15,5.0,31,32,49,55,58
11/15/2016,09 17 23 57 71,6,3.0,9,17,23,57,71
11/11/2016,16 40 47 53 59,11,5.0,16,40,47,53,59
11/08/2016,46 48 53 61 74,12,4.0,46,48,53,61,74
11/04/2016,10 29 32 44 46,10,3.0,10,29,32,44,46
11/01/2016,19 24 31 39 45,13,2.0,19,24,31,39,45
10/28/2016,07 38 46 57 66,2,5.0,7,38,46,57,66
10/25/2016,08 09 24 49 67,13,3.0,8,9,24,49,67
10/21/2016,12 43 44 48 66,3,4.0,12,43,44,48,66
10/18/2016,07 24 28 65 74,1,2.0,7,24,28,65,74
10/14/2016,07 27 60 64 74,5,3.0,7,27,60,64,74
10/11/2016,36 39 42 45 48,3,2.0,36,39,42,45,48
10/07/2016,24 37 42 50 65,14,2.0,24,37,42,50,65
10/04/2016,18 29 30 54 66,1,5.0,18,29,30,54,66
09/30/2016,21 30 47 50 57,9,5.0,21,30,47,50,57
09/27/2016,14 16 26 53 72,4,4.0,14,16,26,53,72
09/23/2016,01 05 08 25 62,14,3.0,1,5,8,25,62
09/20/2016,02 22 34 62 72,2,5.0,2,22,34,62,72
09/16/2016,13 21 28 34 40,15,3.0,13,21,28,34,40
09/13/2016,06 15 17 39 56,15,3.0,6,15,17,39,56
09/09/2016,01 34 43 44 63,11,4.0,1,34,43,44,63
09/06/2016,25 37 58 69 75,8,3.0,25,37,58,69,75
09/02/2016,22 28 41 46 60,3,3.0,22,28,41,46,60
08/30/2016,28 32 41 51 71,11,4.0,28,32,41,51,71
08/26/2016,10 11 31 41 44,14,2.0,10,11,31,41,44
08/23/2016,02 07 46 61 66,1,2.0,2,7,46,61,66
08/19/2016,22 37 45 65 73,13,5.0,22,37,45,65,73
08/16/2016,02 43 52 62 63,6,5.0,2,43,52,62,63
08/12/2016,04 41 44 56 69,10,4.0,4,41,44,56,69
08/09/2016,12 19 20 44 66,1,5.0,12,19,20,44,66
08/05/2016,05 18 28 54 74,6,4.0,5,18,28,54,74
08/02/2016,03 12 36 54 70,12,5.0,3,12,36,54,70
07/29/2016,11 16 19 31 48,4,5.0,11,16,19,31,48
07/26/2016,01 04 31 36 54,9,3.0,1,4,31,36,54
07/22/2016,08 24 25 26 30,7,4.0,8,24,25,26,30
07/19/2016,03 34 54 65 66,4,5.0,3,34,54,65,66
07/15/2016,16 51 52 56 58,4,2.0,16,51,52,56,58
07/12/2016,06 08 22 46 68,4,4.0,6,8,22,46,68
07/08/2016,08 19 20 55 73,5,2.0,8,19,20,55,73
07/05/2016,29 46 53 64 73,10,5.0,29,46,53,64,73
07/01/2016,20 41 42 45 49,14,2.0,20,41,42,45,49
06/28/2016,15 17 20 35 55,7,2.0,15,17,20,35,55
06/24/2016,11 14 54 57 63,11,5.0,11,14,54,57,63
06/21/2016,06 13 21 49 50,10,5.0,6,13,21,49,50
06/17/2016,20 23 30 44 59,9,5.0,20,23,30,44,59
06/14/2016,36 37 38 52 62,6,5.0,36,37,38,52,62
06/10/2016,34 61 66 67 68,7,5.0,34,61,66,67,68
06/07/2016,25 48 51 65 72,4,4.0,25,48,51,65,72
06/03/2016,32 54 65 66 71,10,3.0,32,54,65,66,71
05/31/2016,09 31 34 41 49,8,5.0,9,31,34,41,49
05/27/2016,18 41 50 68 70,9,3.0,18,41,50,68,70
05/24/2016,11 50 51 70 75,15,4.0,11,50,51,70,75
05/20/2016,19 24 26 40 68,8,2.0,19,24,26,40,68
05/17/2016,17 24 27 48 75,6,3.0,17,24,27,48,75
05/13/2016,20 21 38 54 66,7,4.0,20,21,38,54,66
05/10/2016,12 22 46 56 74,4,3.0,12,22,46,56,74
05/06/2016,14 26 27 32 36,7,4.0,14,26,27,32,36
05/03/2016,28 29 33 36 45,15,5.0,28,29,33,36,45
04/29/2016,05 06 37 55 74,10,5.0,5,6,37,55,74
04/26/2016,14 16 17 28 48,2,2.0,14,16,17,28,48
04/22/2016,02 19 21 42 60,13,5.0,2,19,21,42,60
